name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Kimberly,Smith,1985-04-01,Male,Reporter,Basketball Correspondent,psullivan
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",culturalchronicletv-sportscenter,20-23,Chapman-Townsend,Robert,Anderson,1996-05-25,Male,Commentator,Football Reporter,tina45
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",culturalchronicletv-sportscenter,20-23,Chapman-Townsend,Michael,Murphy,1990-05-21,Male,Journalist,Football Reporter,peterwells
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Center,"Your daily dose of sports news, scores, and analysis.",culturalchronicletv-sportscenter,20-23,Chapman-Townsend,Sharon,Hernandez,1947-05-02,Male,Reporter,Sports Business Journalist,amandaallen
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Emily,Hernandez,1957-05-07,Female,Commentator,Cycling Journalist,farleysheryl
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Dwayne,Harris,1999-12-12,Male,Reporter,Golf Writer,combswendy
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Joshua,Johnson,1960-09-29,Male,Reporter,Paralympics Reporter,markhumphrey
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,James,Wilson,1996-01-05,Female,Producer,Rugby Correspondent,austinhayes
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Anna,Foster,2005-04-03,Female,Journalist,Esports Commentator,saragraham
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Robert,Hill,1935-04-01,Male,Producer,High School Sports Reporter,amandashah
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Matthew,Melendez,2006-03-15,Male,Reporter,Youth Sports Correspondent,edgarlyons
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Spectacle,Exciting moments and highlights from the sports world.,culturalchronicletv-sportsspectacle,22-23,Reed Ltd,Kayla,Rosales,1963-01-17,Female,Reporter,Baseball Analyst,rmartin
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Karen,Waters,1990-01-05,Male,Producer,Motorsports Journalist,victoria45
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Lauren,Vaughan,2003-05-19,Male,Host,Water Sports Reporter,michael10
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Valerie,Becker,1941-03-07,Female,Commentator,Athletics Commentator,cartervictor
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Jacqueline,Anderson,2002-07-09,Male,Journalist,Boxing Reporter,erika28
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Eric,Richards,1946-09-11,Male,Commentator,Cycling Journalist,jeffreyweeks
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Ann,Morgan,1992-07-18,Male,Commentator,Youth Sports Correspondent,william92
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Corey,Baldwin,1985-05-28,Male,Producer,Sports Science Writer,smithsheri
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,John,Harris,1944-05-19,Female,Commentator,Cycling Journalist,scottmatthew
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Morgan,Morris,1970-05-24,Female,Journalist,Cycling Journalist,tsullivan
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Michael,Kelly,1972-04-15,Female,Producer,Winter Sports Analyst,reginaanderson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Anna,Allen,1937-07-31,Female,Journalist,Winter Sports Analyst,breynolds
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Kim,Miller,1949-10-19,Male,Producer,Soccer Journalist,skelly
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Jerome,Huerta,1940-10-26,Female,Reporter,Cycling Journalist,sanchezrandall
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Investigative Report,Investigative reports uncovering hidden truths.,culturalchronicletv-investigativereport,08-11,Thompson PLC,Samantha,Crosby,2005-09-24,Male,Producer,Equestrian Journalist,shelby89
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Amanda,Jones,1963-08-26,Male,Analyst,Cricket Analyst,lhoward
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Ashley,Brown,2005-01-12,Female,Producer,Outdoor Adventure Journalist,danielsmary
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Todd,Miles,2006-02-07,Female,Journalist,Sports Business Journalist,courtneyowens
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Jasmine,Guzman,2004-10-13,Male,Analyst,Equestrian Journalist,barronashley
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Bryan,Burke,1934-02-21,Female,Reporter,Rugby Correspondent,rallen
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Bradley,Jones,1976-12-13,Male,Commentator,Paralympics Reporter,wallacedevin
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Cynthia,Chapman,1978-08-03,Male,Producer,Boxing Reporter,hjohnson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Matthew,Cole,1938-02-15,Female,Host,Sports Science Writer,mark27
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Austin,Berry,1936-04-26,Female,Analyst,Boxing Reporter,acevedojohn
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - SportsZone,In-depth analysis and commentary on sports.,culturalchronicletv-sportszone,13-16,Caldwell-Long,Patrick,Campbell,1970-10-15,Male,Producer,Esports Commentator,samantha66
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Shelley,Klein,1974-03-26,Male,Journalist,Rugby Correspondent,thomas92
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Daniel,Burke,1999-07-24,Male,Analyst,Equestrian Journalist,nsmith
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Sabrina,Banks,1933-11-16,Female,Reporter,Winter Sports Analyst,evansshari
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Eric,Wolf,1942-08-13,Female,Reporter,Esports Commentator,john98
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Anthony,Friedman,1999-03-28,Male,Commentator,Rugby Correspondent,emoore
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Political Digest,Digest of political news and analysis.,culturalchronicletv-politicaldigest,14-20,Lopez Ltd,Brian,Fletcher,1968-07-25,Female,Host,Sports Medicine Correspondent,uclark
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Magazine Showcase,Showcasing fascinating stories in a magazine format.,culturalchronicletv-magazineshowcase,20-23,"Brown, Gaines and Carr",Cory,Martinez,1975-04-27,Male,Commentator,Outdoor Adventure Journalist,edwardsmatthew
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Magazine Showcase,Showcasing fascinating stories in a magazine format.,culturalchronicletv-magazineshowcase,20-23,"Brown, Gaines and Carr",Jason,Lopez,1976-10-18,Male,Producer,Sports Business Journalist,fowlerryan
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Magazine Showcase,Showcasing fascinating stories in a magazine format.,culturalchronicletv-magazineshowcase,20-23,"Brown, Gaines and Carr",Scott,Shaw,1978-12-14,Male,Host,High School Sports Reporter,danielle20
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Magazine Showcase,Showcasing fascinating stories in a magazine format.,culturalchronicletv-magazineshowcase,20-23,"Brown, Gaines and Carr",Philip,Carroll,1946-06-26,Male,Host,Winter Sports Analyst,sgarcia
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Magazine Showcase,Showcasing fascinating stories in a magazine format.,culturalchronicletv-magazineshowcase,20-23,"Brown, Gaines and Carr",Mariah,Gibson,1947-06-27,Male,Commentator,Cycling Journalist,robbinseric
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Express,Express coverage and analysis of the day's sports events.,culturalchronicletv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Heather,Rodriguez,1996-06-28,Female,Producer,Olympics Correspondent,nicoleporter
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Express,Express coverage and analysis of the day's sports events.,culturalchronicletv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Donald,Lopez,1978-04-07,Male,Commentator,Rugby Correspondent,jacksonjoshua
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Express,Express coverage and analysis of the day's sports events.,culturalchronicletv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Brittany,Lowe,1978-07-28,Female,Commentator,Extreme Sports Correspondent,irwinjamie
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Express,Express coverage and analysis of the day's sports events.,culturalchronicletv-sportsexpress,07-11,"Mcdowell, Garrett and Cook",Melissa,Morris,1943-12-09,Male,Reporter,Olympics Correspondent,vmartinez
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Feature Report,Feature reports on issues shaping our world.,culturalchronicletv-featurereport,08-11,Bishop and Sons,Raymond,Watson,1952-09-14,Male,Host,Tennis Commentator,shannonyoung
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Feature Report,Feature reports on issues shaping our world.,culturalchronicletv-featurereport,08-11,Bishop and Sons,Katrina,Martin,1997-06-24,Female,Reporter,Sports Medicine Correspondent,fhughes
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Feature Report,Feature reports on issues shaping our world.,culturalchronicletv-featurereport,08-11,Bishop and Sons,David,Burgess,1947-11-11,Female,Reporter,Water Sports Reporter,travishumphrey
