Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Villarreal B Ball Official 34.15,Villarreal B,Ball,Spherical object used in various sports and games.,34.15,Few Sports,Versatile ball for various sports and games.,,Official,86,,,,,,,,Villarreal B - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,25%,"Granada, Spain",2,6568093448328753,02/33,68.3,2023-03-31 01:22:34
Villarreal B Ball  34.15,Villarreal B,Ball,Spherical object used in various sports and games.,34.15,Few Sports,Versatile ball for various sports and games.,,,98,,,,,,,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,0%,"Castellón, Spain",2,213135836428158,03/34,68.3,2022-12-30 06:15:40
Villarreal B Boots S 109.32 Football  Waterproof Lace-up,Villarreal B,Boots,Sports footwear designed for different activities.,109.32,Football,Ideal for football players and enthusiasts.,S,,82,Waterproof,Football,,,Waterproof,,Lace-up,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",,,,,,,,
Villarreal B Socks M Official 13.65 All sports  Sweet fit,Villarreal B,Socks,Garments worn on the feet for comfort and warmth.,13.65,Sports and Exercise,Designed for sports and exercise routines.,M,Official,117,,All sports,,,Sweet,,fit,Villarreal B - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"Córdoba, Spain",1,30370865602669,01/25,13.65,2021-01-23 05:28:33
Villarreal B Sweatshirt 3XL 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,20,,,,Summer,,Blend,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,0%,"Salamanca, Spain",5,3524775659806440,07/32,273.25,2019-08-11 22:24:12
Villarreal B Cup  27.32 Microwave and Dishwasher Safe,Villarreal B,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,,76,,,Microwave and Dishwasher Safe,,,,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Melilla, Spain",9,30390519712698,09/29,245.88,2023-08-02 16:34:16
Villarreal B Sweatshirt M 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,M,,67,,,,Summer,,Blend,,Villarreal B - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,5%,"Navarra, Spain",3,4479763842903830,05/32,163.95,2019-10-22 10:18:47
Villarreal B Bermuda Shorts S 61.49  All Seasons Polyester,Villarreal B,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",61.49,Summer Activities,Perfect for staying cool during summer activities.,S,,54,UV Protection,,,All Seasons,,Polyester,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 13 digit,0%,"Toledo, Spain",6,4170279190458235058,03/28,368.94,2022-03-31 14:55:23
Villarreal B Cup  27.32 Microwave and Dishwasher Safe,Villarreal B,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,,29,,,Microwave and Dishwasher Safe,,,,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Cantabria, Spain",11,348654652169348,04/32,300.52,2022-05-15 16:40:50
Villarreal B Goalkeeper Gloves 2XL 122.99,Villarreal B,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,122.99,Soccer,Specifically designed for football goalkeepers.,2XL,,70,,,,,,,,Villarreal B - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,25%,"Albacete, Spain",9,3550679478197956,11/28,1106.9099999999999,2019-05-25 18:14:04
Villarreal B Sweatshirt L 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,L,,75,,,,Summer,,Blend,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,0%,"Asturias, Spain",10,4611429026982,12/27,546.5,2022-07-01 02:33:12
Villarreal B Goalkeeper Gloves S Official 122.99,Villarreal B,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,122.99,Soccer,Specifically designed for football goalkeepers.,S,Official,23,,,,,,,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,,,,,,,,
Villarreal B Boots 2XL 109.32 Football  Waterproof Lace-up,Villarreal B,Boots,Sports footwear designed for different activities.,109.32,Football,Ideal for football players and enthusiasts.,2XL,,59,Waterproof,Football,,,Waterproof,,Lace-up,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Mastercard,0%,"Soria, Spain",1,4739613523990679,10/26,109.32,2021-10-25 11:19:14
Villarreal B Socks S Official 13.65 All sports  Sweet fit,Villarreal B,Socks,Garments worn on the feet for comfort and warmth.,13.65,Sports and Exercise,Designed for sports and exercise routines.,S,Official,20,,All sports,,,Sweet,,fit,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 13 digit,5%,"Baleares, Spain",9,4702085785490990,02/28,122.85000000000001,2020-10-28 23:06:04
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,89,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",,,,,,,,
Villarreal B Backpack Official 95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,119,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,0%,"León, Spain",5,587400754194,05/28,478.25,2022-01-03 18:07:46
Villarreal B Cup  27.32 Microwave and Dishwasher Safe,Villarreal B,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,,31,,,Microwave and Dishwasher Safe,,,,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,10%,"Jaén, Spain",9,6011717339023320,09/27,245.88,2019-04-22 01:00:28
Villarreal B Pencil Case  17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,,104,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Lugo, Spain",4,4501694114296381943,01/31,71.0,2020-09-04 14:53:01
Villarreal B Coat XL 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,XL,,95,Wind-resistant,,,Winter,,Cotton,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,25%,"Huelva, Spain",6,180016300486055,03/32,1065.9,2022-06-23 00:54:31
Villarreal B Pencil Case Official 17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,Official,20,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,0%,"Ceuta, Spain",9,3576918837956482,08/32,159.75,2023-10-09 08:10:42
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,58,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Lleida, Spain",4,4157429649048422,09/27,382.6,2021-09-08 17:57:36
Villarreal B Cup  27.32 Microwave and Dishwasher Safe,Villarreal B,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.32,Sports and Achievements,A trophy cup suitable for sports achievements.,,,6,,,Microwave and Dishwasher Safe,,,,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,0%,"Albacete, Spain",3,3552292327907530,09/31,81.96000000000001,2020-03-06 09:56:08
Villarreal B Shorts S Official 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,S,Official,102,,,,Winter,,Cotton,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 19 digit,0%,"Sevilla, Spain",2,3556903570855681,05/27,81.98,2019-07-22 22:47:32
Villarreal B Sweatshirt L Official 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,L,Official,66,,,,Summer,,Blend,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,0%,"Lleida, Spain",6,4819372717152173,03/28,327.9,2023-04-27 08:21:09
Villarreal B Pencil Case Official 17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,Official,34,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Mastercard,50%,"La Coruña, Spain",7,4547158627835737,09/28,124.25,2020-04-16 19:30:27
Villarreal B Backpack Official 95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,14,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,25%,"Valencia, Spain",4,3588978121454152,07/30,382.6,2021-10-23 16:33:25
Villarreal B Shorts S 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,S,,69,,,,Winter,,Cotton,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"León, Spain",4,4801065743234748,10/31,163.96,2020-05-08 09:44:39
Villarreal B Jersey XL 68.32  All Seasons Polyester,Villarreal B,Jersey,"Athletic shirt, often associated with sports teams.",68.32,Any Sport,Suitable for any sports activity.,XL,,100,Breathable,,,All Seasons,,Polyester,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,15%,"Álava, Spain",5,4764837143177122,04/33,341.59999999999997,2020-08-20 04:22:45
Villarreal B Cap XL Official 27.32 UV Protection,Villarreal B,Cap,"Headwear with a brim, often used for sports or casual wear.",27.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,Official,68,,,UV Protection,,,,,Villarreal B - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"Badajoz, Spain",5,3591804870338831,02/26,136.6,2020-05-31 10:41:39
Villarreal B Bermuda Shorts M 61.49  All Seasons Polyester,Villarreal B,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",61.49,Summer Activities,Perfect for staying cool during summer activities.,M,,103,UV Protection,,,All Seasons,,Polyester,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,0%,"Ávila, Spain",4,3570593512754720,04/31,245.96,2022-03-23 02:05:35
Villarreal B Coat XL Official 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,XL,Official,120,Wind-resistant,,,Winter,,Cotton,,Villarreal B - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Villarreal B Polo Shirt 2XL 47.82  All Seasons Polyester,Villarreal B,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",47.82,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,,40,,,,All Seasons,,Polyester,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Huelva, Spain",3,4762161856486162,12/27,143.46,2024-03-23 08:49:57
Villarreal B Socks XS 13.65 All sports  Sweet fit,Villarreal B,Socks,Garments worn on the feet for comfort and warmth.,13.65,Sports and Exercise,Designed for sports and exercise routines.,XS,,103,,All sports,,,Sweet,,fit,Villarreal B - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 15 digit,50%,"Granada, Spain",11,503884573778,07/25,150.15,2019-08-22 06:57:00
