Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
UDG Tenerife Pencil Case Official 32.04 Ink Compartment,UDG Tenerife,Pencil Case,"Container for storing pens, pencils, and other stationery.",32.04,School and Office,Useful for school and office organization.,,Official,45,Multi-Compartment,,Ink Compartment,,,,,UDG Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 13 digit,50%,"Teruel, Spain",5,180012541965759,04/27,160.2,2023-01-13 00:22:22
UDG Tenerife Pencil Case Official 32.04 Ink Compartment,UDG Tenerife,Pencil Case,"Container for storing pens, pencils, and other stationery.",32.04,School and Office,Useful for school and office organization.,,Official,52,Multi-Compartment,,Ink Compartment,,,,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Maestro,15%,"Ciudad, Spain",9,4930663759245659,02/34,288.36,2019-05-16 22:54:07
UDG Tenerife Polo Shirt XS 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,XS,,58,,,,All Seasons,,Polyester,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,0%,"Ourense, Spain",6,180012541965759,04/27,517.86,2020-03-31 04:50:04
UDG Tenerife Jersey 2XL 123.31  Summer Blend,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Versatile athletic shirt for any sport.,2XL,,17,,,,Summer,,Blend,,UDG Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Soria, Spain",5,3574926628934917,01/27,616.55,2023-09-08 16:58:09
UDG Tenerife Ball  61.64,UDG Tenerife,Ball,Spherical object used in various sports and games.,61.64,Any Sport,Versatile ball for various sports and games.,,,50,,,,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,0%,"Granada, Spain",3,180001370992661,05/29,184.92,2022-11-04 06:12:04
UDG Tenerife Sweatshirt XL Official 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,45,,,,Summer,,Blend,,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Palencia, Spain",4,180001370992661,05/29,394.56,2020-10-18 02:30:17
UDG Tenerife Backpack Official 172.64 Multi-Compartment,UDG Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",172.64,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,55,Laptop Compartment,,Multi-Compartment,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 15 digit,0%,"Ceuta, Spain",12,4920013289466890,01/29,2071.68,2023-11-01 20:23:31
UDG Tenerife Cap 2XL 49.31 UV Protection,UDG Tenerife,Cap,"Headwear with a brim, often used for sports or casual wear.",49.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,,7,,,UV Protection,,,,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Diners Club / Carte Blanche,0%,"Barcelona, Spain",7,4479832382396,01/25,345.17,2019-10-10 21:07:26
UDG Tenerife Bermuda Shorts S 110.98  All Seasons Polyester,UDG Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",110.98,Summer Activities,Perfect for staying cool during summer activities.,S,,19,UV Protection,,,All Seasons,,Polyester,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,5%,"Cantabria, Spain",4,30557877601511,07/29,443.92,2021-04-08 14:35:37
UDG Tenerife Socks XL Official 24.64 All sports  Sweet fit,UDG Tenerife,Socks,Garments worn on the feet for comfort and warmth.,24.64,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,29,,All sports,,,Sweet,,fit,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,15%,"Málaga, Spain",4,30557877601511,07/29,98.56,2023-10-28 02:57:57
UDG Tenerife Sweatshirt S 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,S,,106,,,,Summer,,Blend,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Cáceres, Spain",3,4391362319344,02/27,295.92,2019-11-22 12:14:41
UDG Tenerife Ball  61.64,UDG Tenerife,Ball,Spherical object used in various sports and games.,61.64,Any Sport,Versatile ball for various sports and games.,,,98,,,,,,,,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Discover,0%,"Badajoz, Spain",10,343965736479361,11/26,616.4,2023-11-28 00:37:00
UDG Tenerife Coat S Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,S,Official,64,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,0%,"Girona, Spain",12,676281790425,12/26,3847.68,2023-12-26 20:04:33
UDG Tenerife Cap 3XL 49.31 UV Protection,UDG Tenerife,Cap,"Headwear with a brim, often used for sports or casual wear.",49.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,3XL,,102,,,UV Protection,,,,,UDG Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Diners Club / Carte Blanche,5%,"Lugo, Spain",7,4193994696327280,09/27,345.17,2023-09-17 03:08:02
UDG Tenerife Coat M Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,M,Official,104,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,0%,"Segovia, Spain",2,6579023066137662,07/31,641.28,2020-06-22 08:26:42
UDG Tenerife Backpack  172.64 Multi-Compartment,UDG Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",172.64,Travel and Everyday Use,Ideal for travel and everyday use.,,,18,Laptop Compartment,,Multi-Compartment,,,,,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",,,,,,,,
UDG Tenerife Cup  49.31 Microwave and Dishwasher Safe,UDG Tenerife,Cup,"Drinking vessel, often awarded as a trophy in competitions.",49.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,38,,,Microwave and Dishwasher Safe,,,,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",American Express,0%,"Soria, Spain",12,30192398621846,11/30,591.72,2020-03-29 06:44:17
UDG Tenerife Bermuda Shorts XL 110.98  All Seasons Polyester,UDG Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",110.98,Summer Activities,Perfect for staying cool during summer activities.,XL,,105,UV Protection,,,All Seasons,,Polyester,,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,0%,"Ávila, Spain",1,501847504005,02/33,110.98,2020-10-03 23:14:33
UDG Tenerife Pencil Case Official 32.04 Ink Compartment,UDG Tenerife,Pencil Case,"Container for storing pens, pencils, and other stationery.",32.04,School and Office,Useful for school and office organization.,,Official,90,Multi-Compartment,,Ink Compartment,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,0%,"Asturias, Spain",10,4052309701384905,05/26,320.4,2020-03-02 05:55:38
UDG Tenerife Sweatshirt 3XL 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,53,,,,Summer,,Blend,,UDG Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",,,,,,,,
UDG Tenerife Boots L Official 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,L,Official,15,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,50%,"Asturias, Spain",4,30415425292582,11/26,789.24,2023-04-30 13:31:56
UDG Tenerife Bermuda Shorts L Official 110.98  All Seasons Polyester,UDG Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",110.98,Summer Activities,Perfect for staying cool during summer activities.,L,Official,13,UV Protection,,,All Seasons,,Polyester,,UDG Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,10%,"Palencia, Spain",6,3572484907740557,02/31,665.88,2019-04-24 14:16:59
UDG Tenerife Cup Official 49.31 Microwave and Dishwasher Safe,UDG Tenerife,Cup,"Drinking vessel, often awarded as a trophy in competitions.",49.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,33,,,Microwave and Dishwasher Safe,,,,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Discover,0%,"Asturias, Spain",3,4693341003131228983,01/25,147.93,2021-07-12 09:12:38
UDG Tenerife Jersey M Official 123.31  Summer Blend,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Versatile athletic shirt for any sport.,M,Official,94,,,,Summer,,Blend,,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Mastercard,0%,"Pontevedra, Spain",7,4051584068851,09/28,863.1700000000001,2020-03-12 18:53:51
UDG Tenerife Long Pants XL 147.98  Summer Blend,UDG Tenerife,Long Pants,Full-length trousers or pants.,147.98,Sports and Exercise,Designed for sports and exercise activities.,XL,,79,,,,Summer,,Blend,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,0%,"Palencia, Spain",3,4334303134171583,05/28,443.93999999999994,2022-09-13 09:32:12
UDG Tenerife Jersey 2XL 123.31  All Seasons Polyester,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Suitable for any sports activity.,2XL,,1,Breathable,,,All Seasons,,Polyester,,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,50%,"Málaga, Spain",5,4181614889003464,10/26,616.55,2020-02-21 18:34:11
UDG Tenerife Jersey 2XL 123.31  Summer Blend,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Versatile athletic shirt for any sport.,2XL,,49,,,,Summer,,Blend,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 15 digit,0%,"Teruel, Spain",12,213111248073619,09/24,1479.72,2023-07-03 08:35:33
UDG Tenerife Long Pants XL Official 147.98  Summer Blend,UDG Tenerife,Long Pants,Full-length trousers or pants.,147.98,Sports and Exercise,Designed for sports and exercise activities.,XL,Official,14,,,,Summer,,Blend,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Diners Club / Carte Blanche,50%,"Las Palmas, Spain",6,6585252342693055,12/33,887.8799999999999,2019-04-27 22:41:33
UDG Tenerife Polo Shirt L 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,L,,68,,,,All Seasons,,Polyester,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,15%,"Ciudad, Spain",10,630485670040,07/28,863.1,2020-08-07 04:36:12
UDG Tenerife Bermuda Shorts 3XL Official 110.98  All Seasons Polyester,UDG Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",110.98,Summer Activities,Perfect for staying cool during summer activities.,3XL,Official,88,UV Protection,,,All Seasons,,Polyester,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Diners Club / Carte Blanche,0%,"Guadalajara, Spain",6,6011405188262781,01/33,665.88,2023-01-09 14:01:24
UDG Tenerife Ball  61.64,UDG Tenerife,Ball,Spherical object used in various sports and games.,61.64,Any Sport,Versatile ball for various sports and games.,,,9,,,,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,25%,"Castellón, Spain",3,4537618113045184,07/31,184.92,2022-05-07 05:19:12
UDG Tenerife Jersey 2XL 123.31  Summer Blend,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Versatile athletic shirt for any sport.,2XL,,37,,,,Summer,,Blend,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,5%,"Barcelona, Spain",10,630485670040,07/28,1233.1,2021-12-07 18:18:39
UDG Tenerife Boots 3XL Official 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,3XL,Official,89,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",American Express,0%,"Valencia, Spain",4,30432764756440,08/29,789.24,2022-02-18 00:32:49
UDG Tenerife Boots 2XL Official 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,2XL,Official,58,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Diners Club / Carte Blanche,0%,"Navarra, Spain",9,3590180446514283,06/28,1775.79,2019-07-11 11:32:24
